"","Date","NVDA.Open","NVDA.High","NVDA.Low","NVDA.Close","NVDA.Volume","NVDA.Adjusted","LogReturn","AReturn","Close_lead","Direction","MeanSentiment","Sentiment","TweetVolume","Positive","Negative","Neutral","NegPosRatio","PosRatio","NegRatio","LaggedSentiment","Volatility","LaggedAReturn","LaggedVolatility","LaggedNVDA_Volume","LaggedTVolume"
"25",2022-12-15,17.1459999084473,17.3199996948242,16.7000007629395,16.9519996643066,478542000,16.938117980957,-0.0417088198455428,-0.0408509749234481,16.5709991455078,"Down",1.26130319148936,1897,1504,779,201,524,0.258023106546855,0.517952127659574,0.133643617021277,1.39737654320988,0.0408509749234481,-0.0220230581050019,0.0220230581050019,496888000,1296
"26",2022-12-16,16.8640003204346,17.0410003662109,16.4099998474121,16.5709991455078,478232000,16.557430267334,-0.0227316730812782,-0.0224752552113981,16.253999710083,"Down",1.16460905349794,1415,1215,606,202,407,0.333333333333333,0.498765432098765,0.166255144032922,1.26130319148936,0.0224752552113981,-0.0408509749234481,0.0408509749234481,478542000,1504
"30",2022-12-20,16.0639991760254,16.3099994659424,15.8520002365112,16.0849990844727,403260000,16.0718288421631,-0.0104519107214514,-0.0103974793050792,16.5009994506836,"Up",1.23367952522255,1663,1348,775,209,364,0.269677419354839,0.574925816023739,0.155044510385757,1.13444709626094,0.0103974793050792,-0.0191297719975285,0.0191297719975285,354039000,1257
"31",2022-12-21,16.1140003204346,16.6270008087158,16.1019992828369,16.5009994506836,325025000,16.4874897003174,0.0255338480678751,0.025862629150692,15.33899974823,"Down",1.19448275862069,1732,1450,812,223,415,0.274630541871921,0.56,0.153793103448276,1.23367952522255,0.025862629150692,-0.0103974793050792,0.0103974793050792,403260000,1348
"32",2022-12-22,16.0939998626709,16.1380004882812,14.8819999694824,15.33899974823,565045000,15.3264427185059,-0.0730223634885277,-0.070419958859248,15.206000328064,"Down",0.977777777777778,1848,1890,901,291,698,0.322974472807991,0.476719576719577,0.153968253968254,1.19448275862069,0.070419958859248,0.025862629150692,0.025862629150692,325025000,1450
"33",2022-12-23,15.1960000991821,15.33899974823,14.8830003738403,15.206000328064,349326000,15.1935510635376,-0.00870847997136983,-0.00867067099217878,14.121000289917,"Down",1.84647302904564,3115,1687,985,178,524,0.180710659898477,0.583876704208654,0.105512744516894,0.977777777777778,0.00867067099217878,-0.070419958859248,0.070419958859248,565045000,1890
"38",2022-12-28,13.9270000457764,14.2620000839233,13.8839998245239,14.03600025177,351066000,14.0245084762573,-0.00603759595960909,-0.0060194063028004,14.6029996871948,"Up",1.06203605514316,2003,1886,943,276,667,0.292682926829268,0.5,0.146341463414634,0.97303803562831,0.0060194063028004,-0.0713534140956523,0.0713534140956523,464902000,2077
"39",2022-12-29,14.4020004272461,14.6829996109009,14.2270002365112,14.6029996871948,354923000,14.5910453796387,0.0396014899793073,0.0403960833039529,14.6140003204346,"Up",0.977660972404731,1488,1522,718,225,579,0.313370473537604,0.471747700394218,0.147831800262812,1.06203605514316,0.0403960833039529,-0.0060194063028004,0.0060194063028004,351066000,1886
"40",2022-12-30,14.3339996337891,14.628999710083,14.2329998016357,14.6140003204346,310490000,14.6020355224609,0.000753029657850124,0.000753313255864363,14.3149995803833,"Down",1.2323892519971,1697,1377,747,215,415,0.287817938420348,0.542483660130719,0.156136528685548,0.977660972404731,0.000753313255864363,0.0403960833039529,0.0403960833039529,354923000,1522
"45",2023-01-04,14.5670003890991,14.8529996871948,14.2410001754761,14.7489995956421,431324000,14.7369260787964,0.0298673472244099,0.0303178503653976,14.2650003433228,"Down",1.0828611898017,1529,1412,681,193,538,0.283406754772394,0.482294617563739,0.136685552407932,0.997265892002734,0.0303178503653976,-0.0204598832280838,0.0204598832280838,401277000,1463
"46",2023-01-05,14.4910001754761,14.5640001296997,14.1479997634888,14.2650003433228,389168000,14.2533206939697,-0.033366247728457,-0.0328157343269807,14.8590002059937,"Up",1.15076474872542,1580,1373,704,176,493,0.25,0.512745812090313,0.128186453022578,1.0828611898017,0.0328157343269807,0.0303178503653976,0.0303178503653976,431324000,1412
"47",2023-01-06,14.4739999771118,15.0100002288818,14.0340003967285,14.8590002059937,405044000,14.8468341827393,0.0407967474044812,0.0416403679197206,15.6280002593994,"Up",1.10067618332081,1465,1331,677,170,484,0.251107828655835,0.508640120210368,0.127723516153268,1.15076474872542,0.0416403679197206,-0.0328157343269807,0.0328157343269807,389168000,1373
"51",2023-01-10,15.5069999694824,15.9619998931885,15.4720001220703,15.9090003967285,384101000,15.8959770202637,0.0178208179692662,0.0179805562237623,16.0009994506836,"Up",1.08076225045372,1191,1102,579,162,361,0.27979274611399,0.52540834845735,0.147005444646098,1.13299044819985,0.0179805562237623,0.051753149118039,0.051753149118039,504231000,1361
"52",2023-01-11,15.8400001525879,16.0279998779297,15.5629997253418,16.0009994506836,353285000,15.9878997802734,0.00576617419614147,0.00578283057771478,16.5109996795654,"Up",0.996696944673823,1207,1211,607,212,392,0.349258649093904,0.501238645747316,0.175061932287366,1.08076225045372,0.00578283057771478,0.0179805562237623,0.0179805562237623,384101000,1102
"53",2023-01-12,16.1000003814697,16.636999130249,15.4919996261597,16.5109996795654,551409000,16.4974784851074,0.0313756200857492,0.0318730233354296,16.8990001678467,"Up",1.00210084033613,1431,1428,697,205,526,0.294117647058824,0.488095238095238,0.143557422969188,0.996696944673823,0.0318730233354296,0.00578283057771478,0.00578283057771478,353285000,1211
"54",2023-01-13,16.2779998779297,16.9220008850098,16.1650009155273,16.8990001678467,447287000,16.8851661682129,0.0232276524706739,0.023499515220841,17.7019996643066,"Up",1.06266318537859,1221,1149,550,176,423,0.32,0.478677110530896,0.153176675369887,1.00210084033613,0.023499515220841,0.0318730233354296,0.0318730233354296,551409000,1428
"59",2023-01-18,17.6669998168945,17.8729991912842,17.2819995880127,17.3770008087158,439624000,17.362771987915,-0.0185300693035467,-0.0183594430998737,16.7649993896484,"Down",1.18735719725819,1559,1313,690,175,448,0.253623188405797,0.525514089870526,0.133282559025133,1.09330628803245,0.0183594430998737,0.047517574322995,0.047517574322995,511102000,1479
"60",2023-01-19,17.0359992980957,17.19700050354,16.7310009002686,16.7649993896484,452932000,16.7512722015381,-0.03585419576766,-0.0352190476253198,17.8390007019043,"Up",1.11641541038526,1333,1194,626,174,394,0.277955271565495,0.52428810720268,0.14572864321608,1.18735719725819,0.0352190476253198,-0.0183594430998737,0.0183594430998737,439624000,1313
"61",2023-01-20,17.0109996795654,17.8560009002686,16.8250007629395,17.8390007019043,564967000,17.8243923187256,0.062093767603852,0.0640621146052056,19.193000793457,"Up",1.19764216366158,1727,1442,772,185,485,0.239637305699482,0.535367545076283,0.128294036061026,1.11641541038526,0.0640621146052056,-0.0352190476253198,0.0352190476253198,452932000,1194
"65",2023-01-24,18.8269996643066,19.4950008392334,18.8199996948242,19.2649993896484,496204000,19.2492256164551,0.00374427583153345,0.00375129438935629,19.3229999542236,"Up",1.11335784313725,1817,1632,758,192,682,0.253298153034301,0.464460784313726,0.117647058823529,0.981913374583532,0.00375129438935629,0.0759011176790971,0.0759011176790971,655163000,2101
"66",2023-01-25,18.9130001068115,19.3700008392334,18.5799999237061,19.3229999542236,449537000,19.3071784973145,0.00300614746762111,0.00301067046004477,19.8020000457764,"Up",1.04356435643564,1581,1515,711,197,607,0.277074542897328,0.469306930693069,0.13003300330033,1.11335784313725,0.00301067046004477,0.00375129438935629,0.00375129438935629,496204000,1632
"67",2023-01-26,19.701000213623,20.1660003662109,19.2779998779297,19.8020000457764,489535000,19.7857875823975,0.0244868511481731,0.0247891162183662,20.3649997711182,"Up",1.05875077303649,1712,1617,742,249,626,0.335579514824798,0.458874458874459,0.153988868274583,1.04356435643564,0.0247891162183662,0.00301067046004477,0.00301067046004477,449537000,1515
"68",2023-01-27,19.4619998931885,20.6280002593994,19.4050006866455,20.3649997711182,542142000,20.3483238220215,0.0280347848493683,0.0284314576325779,19.1620006561279,"Down",0.968023255813954,1665,1720,798,280,642,0.350877192982456,0.463953488372093,0.162790697674419,1.05875077303649,0.0284314576325779,0.0247891162183662,0.0247891162183662,489535000,1617
"72",2023-01-31,19.1700000762939,19.6870002746582,18.9500007629395,19.5370006561279,498017000,19.5210056304932,0.0193809517235813,0.0195699815864518,20.943000793457,"Up",1.1790450928382,1778,1508,802,205,501,0.255610972568579,0.53183023872679,0.135941644562334,1.19324324324324,0.0195699815864518,-0.0590718943535831,0.0590718943535831,488611000,1480
"73",2023-02-01,19.6909999847412,21.1919994354248,19.6110000610352,20.943000793457,660477000,20.9258556365967,0.0694943623495155,0.0719660178179959,21.7089996337891,"Up",1.09143763213531,2065,1892,909,237,746,0.260726072607261,0.480443974630021,0.125264270613108,1.1790450928382,0.0719660178179959,0.0195699815864518,0.0195699815864518,498017000,1508
